[000:02:52;21] . 
[000:17:11;29] THEY'VE LOOKED AT MY PLAN AND 
[000:17:13;05] SAID, OKAY IF WE CAN DO 
[000:17:15;03] THIS -- AND I INTEND TO GET IT 
[000:17:16;09] DONE -- WE WILL HAVE 10 MILLION
[000:17:18;07] MORE NEW JOBS, BECAUSE WE WILL 
[000:17:20;08] BE MAKING INVESTMENTS WHERE WE 
[000:17:21;16] CAN GROW THE ECONOMY.
[000:17:23;04] TAKE CLEAN ENERGY.
[000:17:24;12] SOME COUNTRY IS GOING TO BE THE
[000:17:26;10] CLEAN ENERGY SUPER POWER OF THE
[000:17:29;07] 21ST CENTURY.
[000:17:29;22] DONALD THINKS THAT CLIMATE 
[000:17:31;13] CHANGE IS A HOAX PERPETRATED BY
[000:17:33;20] THE CHINESE.
[000:17:34;16] I THINK IT'S REAL. 
[000:17:36;17] DONALD TRUMP: I DID NOT, I DO 
[000:17:37;15] NOT SAY THAT.
[000:17:39;12] HILLARY CLINTON: AND I THINK 
[000:17:40;05] IT'S IMPORTANT THAT WE GRIP 
[000:17:40;27] THIS AND DEAL WITH IT, BOTH AT 
[000:17:42;16] HOME AND ABROAD.
[000:17:43;18] AND HERE'S WHAT WE CAN DO.
[000:17:44;16] WE CAN DEPLOY A HALF A BILLION 
[000:17:46;23] MORE SOLAR PANELS.
[000:17:48;16] WE CAN HAVE ENOUGH CLEAN ENERGY
[000:17:49;16] TO POWER EVERY HOME.
[000:17:50;19] WE CAN BUILD A NEW MODERN 
[000:17:52;20] ELECTRIC GRID.
[000:17:53;20] THAT'S A LOT OF JOBS.
[000:17:54;20] THAT'S A LOT OF NEW ECONOMIC 
[000:17:56;18] ACTIVITY.
[000:17:57;01] SO I'VE TRIED TO BE VERY 
[000:17:58;21] SPECIFIC ABOUT WHAT WE CAN AND 
[000:18:00;24] SHOULD DO, AND I AM DETERMINED 
[000:18:03;22] THAT WE'RE GOING TO GET THE 
[000:18:05;24] ECONOMY REALLY MOVING AGAIN, 
[000:18:06;27] BUILDING ON THE PROGRESS WE'VE 
[000:18:08;05] MADE OVER THE LAST EIGHT YEARS,
[000:18:09;26] BUT NEVER GOING BACK TO WHAT 
[000:18:11;02] GOT US IN TROUBLE IN THE FIRST 
[000:18:13;00] PLACE. 
[000:18:13;12] LESTER HOLT:  MR. TRUMP? 
[000:18:14;23] DONALD TRUMP: SHE TALKS ABOUT 
[000:18:16;23] SOLAR PANELS.
[000:18:17;08] WE INVESTED IN THE SOLAR 
[000:18:21;25] COMPANY, OUR COUNTRY, THAT WAS 
[000:18:22;26] A DISASTER ON THAT ONE.
[000:18:24;00] NOW, LOOK, I'M A GREAT BIG 
[000:18:26;00] BELIEVER IN ALL FORMS OF ENERGY
[000:18:27;01] BUT WE'RE PUTTING A LOT OF 
[000:18:28;06] PEOPLE OUT OF WORK.
[000:18:29;00] OUR ENERGY POLICIES ARE A 
[000:18:30;27] DISASTER.
[000:18:31;10] OUR COUNTRY IS LOSING SO MUCH 
[000:18:32;06] IN TERMS OF ENERGY, IN TERMS OF
[000:18:33;28] PAYING OFF OUR DEBT.
[000:18:35;01] YOU CAN'T DO WHAT YOU'RE 
[000:18:39;01] LOOKING TO DO WITH 20 TRILLION 
[000:18:41;08] IN DEBT.
[000:18:42;05] THE OBAMA ADMINISTRATION, FROM 
[000:18:43;13] THE TIME THEY'VE COME IN, IS 
[000:18:45;02] OVER 230 YEARS' WORTH OF DEBT 
[000:18:48;02] AND HE'S TOPPED IT.
[000:18:49;04] HE'S DOUBLED IT IN THE COURSE 
[000:18:50;11] OF ALMOST EIGHT YEARS 7.5 
[000:18:52;06] YEARS TO BE SEMIEXACT.
[000:18:55;03] SO I WILL TELL YOU THIS.
[000:18:56;12] WE HAVE TO DO A MUCH BETTER JOB
[000:18:59;10] AT KEEPING OUR JOBS, AND WE 
[000:19:01;13] HAVE TO DO A MUCH BETTER JOB AT
[000:19:03;10] GIVING COMPANIES INCENTIVE TO 
[000:19:05;11] BUILD NEW COMPANIES OR TO 
[000:19:06;15] EXPAND BECAUSE THEY'RE NOT 
[000:19:07;15] DOING IT.
[000:19:08;06] AND ALL YOU HAVE TO DO IS LOOK 
[000:19:10;05] AT MICHIGAN AND LOOK AT OHIO 
[000:19:12;07] AND LOOK AT ALL OF THESE PLACES
[000:19:14;06] WHERE SO MANY OF THEIR JOBS AND
[000:19:17;11] THEIR COMPANIES ARE JUST 
[000:19:20;07] LEAVING THEIR
[000:19:22;09] LEAVING, THEY'RE GONE.
[000:19:22;28] AND HILLARY, I ASK YOU THIS, 
[000:19:24;12] YOU'VE BEEN DOING THIS FOR 30 
[000:19:26;06] YEARS.
[000:19:26;17] WHY ARE YOU JUST THINKING ABOUT
[000:19:27;16] THESE SOLUTIONS RIGHT NOW? 
[000:19:29;09] FOR 30 YEARS YOU'VE BEEN DOING 
[000:19:32;14] IT AND NOW YOU'RE JUST STARTING
[000:19:34;13] TO THINK ABOUT SOLUTIONS.
[000:19:35;15] EXCUSE ME, I WILL BRING BACK 
[000:19:37;10] JOBS.
[000:19:37;21] YOU CAN'T BRING BACK JOBS. 
[000:19:38;19] HILLARY CLINTON: WELL, 
[000:19:39;11] ACTUALLY, I HAVE THOUGHT ABOUT 
[000:19:40;11] THIS QUITE A BIT. 
[000:19:41;15] DONALD TRUMP: YEAH, FOR 30 
[000:19:42;12] YEARS? 
[000:19:43;10] [LAUGHTER] 
[000:19:43;24] HILLARY CLINTON: WELL, NOT 
[000:19:44;16] QUITE THAT LONG.
[000:19:46;12] I THINK MY HUSBAND DID A PRETTY
[000:19:47;17] GOOD JOB IN THE 1990S.
[000:19:48;16] I THINK A LOT ABOUT WHAT WORKED
[000:19:50;17] AND HOW WE CAN MAKE IT WORK 
[000:19:52;17] AGAIN.
[000:19:52;28] DONALD TRUMP: WELL HE APPROVED
[000:19:54;15] NAFTA.
[000:19:55;15] THE SINGLE WORST TRADE DEAL 
[000:19:56;23] EVER APPROVED. 
[000:19:57;21] HILLARY CLINTON: INCOMES WENT 
[000:19:58;18] UP FOR EVERYBODY.
[000:19:59;23] MANUFACTURING JOBS ALSO WENT UP
[000:20:00;25] IN THE 1990S, IF WE'RE ACTUALLY
[000:20:02;24] GOING TO LOOK AT THE FACTS.
[000:20:04;16] WHEN I WAS IN THE SENATE, I HAD
[000:20:05;23] A NUMBER OF TRADE DEALS THAT 
[000:20:07;17] CAME BEFORE ME.
[000:20:08;18] AND I HELD THEM ALL TO THE SAME
[000:20:11;17] TEST.
[000:20:11;28] WILL THEY CREATE JOBS IN 
[000:20:12;25] AMERICA? 
[000:20:13;17] WILL THEY RAISE INCOMES IN 
[000:20:15;17] AMERICA? 
[000:20:16;00] AND ARE THEY GOOD FOR OUR 
[000:20:16;25] NATIONAL SECURITY? 
[000:20:17;25] SOME OF THEM I VOTED FOR.
[000:20:19;23] THE BIGGEST ONE, A 
[000:20:20;26] MULTINATIONAL ONE KNOWN AS 
[000:20:23;21] CAFTA, I VOTED AGAINST.
[000:20:25;27] AND BECAUSE I HOLD THE SAME 
[000:20:27;26] STANDARDS AS I LOOK AT ALL OF 
[000:20:29;25] THESE TRADE DEALS.
[000:20:30;23] BUT LET'S NOT ASSUME THAT TRADE
[000:20:32;28] IS THE ONLY CHALLENGE WE HAVE 
[000:20:34;24] IN THE ECONOMY.
[000:20:36;01] I THINK IT IS A PART OF IT, AND
[000:20:37;29] I'VE SAID WHAT I'M GOING TO DO.
[000:20:39;26] I'M GOING TO HAVE A SPECIAL 
[000:20:41;02] PROSECUTOR.
[000:20:41;25] WE'RE GOING TO ENFORCE THE 
[000:20:42;28] TRADE DEALS WE HAVE, AND WE'RE 
[000:20:44;01] GOING TO HOLD PEOPLE 
[000:20:44;29] ACCOUNTABLE.
[000:20:45;26] WHEN I WAS SECRETARY OF STATE, 
[000:20:47;01] WE ACTUALLY INCREASED AMERICAN 
[000:20:50;02] EXPORTS GLOBALLY 30%.
[000:20:55;00] WE INCREASED THEM TO CHINA 50%.
[000:20:57;02] SO I KNOW HOW TO REALLY WORK TO
[000:20:59;01] GET NEW JOBS AND TO GET EXPORTS
[000:21:00;06] THAT HELP TO CREATE MORE NEW 
[000:21:05;00] JOBS
[000:21:05;20] JOBS. 
[000:21:06;01] DONALD TRUMP: BUT YOU HAVEN'T 
[000:21:06;27] DONE IT IN 30 YEARS OR 26 
[000:21:07;19] YEARS. 
[000:21:08;01] HILLARY CLINTON: I'VE BEEN A 
[000:21:09;00] SENATOR. 
[000:21:09;13] DONALD TRUMP: YOU HAVEN'T DONE 
[000:21:10;07] IT. 
[000:21:10;17] HILLARY CLINTON: AND I HAVE 
[000:21:11;09] BEEN A SECRETARY OF STATE AND I
[000:21:12;05] HAVE DONE IT. 
[000:21:13;04] DONALD TRUMP: YOUR HUSBAND 
[000:21:14;03] SIGNED NAFTA WHICH WAS ONE OF 
[000:21:15;04] THE WORST THINGS THAT EVER 
[000:21:16;07] HAPPENED TO THE MANUFACTURING 
[000:21:17;10] INDUSTRY. 
[000:21:17;23] HILLARY CLINTON: THAT IS YOUR 
[000:21:18;17] OPINION. 
[000:21:19;00] DONALD TRUMP: YOU GO TO NEW 
[000:21:19;23] ENGLAND, OHIO, PENNSYLVANIA, 
[000:21:20;16] YOU GO ANYWHERE YOU WANT, 
[000:21:22;10] SECRETARY CLINTON, AND YOU WILL
[000:21:24;06] SEE DEVASTATION, WHERE 
[000:21:26;11] MANUFACTURING IS DOWN 30 40, 
[000:21:27;12] SOMETIMES 50%.
[000:21:30;09] NAFTA IS THE WORST TRADE DEAL 
[000:21:31;21] MAYBE EVER SIGNED ANYWHERE BUT 
[000:21:33;11] CERTAINLY EVER SIGNED IN THIS 
[000:21:34;12] COUNTRY AND NOW YOU WANT TO 
[000:21:36;15] APPROVE TRANSPACIFIC 
[000:21:37;18] PARTNERSHIP.
[000:21:38;02] YOU WERE TOTALLY IN FAVOR OF 
[000:21:39;13] IT.
[000:21:39;23] THEN YOU HEARD WHAT I WAS 
[000:21:40;15] SAYING, HOW BAD IT IS, AND YOU 
[000:21:41;22] SAID I CAN'T WIN THAT DEBATE.
[000:21:43;19] BUT YOU KNOW THAT IF DID YOU 
[000:21:44;21] WIN, YOU WOULD APPROVE THAT, 
[000:21:51;20] AND THAT WOULD BE ALMOST AS BAD
[000:21:52;14] AS NAFTA.
[000:21:52;27] NOTHING WILL EVER TOP NAFTA. 
[000:21:53;20] HILLARY CLINTON: WELL, THAT IS 
[000:21:54;14] JUST NOT ACCURATE.
[000:21:55;01] I WAS AGAINST IT ONCE IT WAS 
[000:21:56;28] FINALLY NEGOTIATED AND THE 
[000:21:57;28] TERMS WERE LAID OUT.
[000:21:58;25] I WROTE ABOUT THAT IN -- 
[000:22:00;00] DONALD TRUMP: YOU CALLED IT THE
[000:22:01;24] GOLD STANDARD.
[000:22:02;26] YOU CALLED IT THE GOLD STANDARD
[000:22:03;28] OF TRADE DEALS.
[000:22:04;25] YOU SAID IT'S THE FINEST DEAL 
[000:22:06;24] YOU'VE EVER SEEN. 
[000:22:07;11] HILLARY CLINTON: NO. 
[000:22:08;00] DONALD TRUMP: AND THEN YOU 
[000:22:08;22] HEARD WHAT I SAID ABOUT IT AND 
[000:22:09;27] ALL OF A SUDDEN YOU WERE 
[000:22:10;18] AGAINST IT. 
[000:22:11;04] HILLARY CLINTON: WELL, DONALD, 
[000:22:11;28] I KNOW YOU LIVE IN YOUR OWN 
[000:22:14;00] REALITY 
[000:22:14;27] [LAUGHTER] 
[000:22:15;11] BUT THAT IS NOT THE FACT.
[000:22:16;28] THE FACTS ARE, I DID SAY I 
[000:22:19;00] HOPED IT WOULD BE A GOOD DEAL 
[000:22:20;01] BUT WHEN IT WAS NEGOTIATED 
[000:22:21;13] WHICH I WAS NOT RESPONSIBLE 
[000:22:23;01] FOR, I INCLUDED IT WASN'T.
[000:22:24;10] I WROTE ABOUT THAT 
[000:22:25;05] DONALD TRUMP: SO IS IT 
[000:22:26;06] PRESIDENT OBAMA'S FAULT? 
[000:22:28;00] IS IT PRESIDENT OBAMA'S FAULT. 
[000:22:30;05] HILLARY CLINTON: I WROTE THAT 
[000:22:30;28] BEFORE YOU EVEN ANNOUNCED. 
[000:22:32;10] DONALD TRUMP: IS IT PRESIDENT 
[000:22:33;10] OBAMA'S FAULT? 
[000:22:33;26] BECAUSE HE'S PUSHING IT. 
[000:22:35;07] HILLARY CLINTON: THERE ARE 
[000:22:35;29] DIFFERENT VIEWS ABOUT WHAT'S 
[000:22:37;09] GOOD FOR OUR COUNTRY, OUR 
[000:22:39;05] ECONOMY, AND OUR LEADERSHIP IN 
[000:22:41;11] THE WORLD.
[000:22:41;24] AND I THINK IT'S IMPORTANT TO 
[000:22:43;08] LOOK AT WHAT WE NEED TO DO TO 
[000:22:45;10] GET THE ECONOMY GOING AGAIN.
[000:22:46;17] THAT'S WHY I'VE SAID NEW JOBS 
[000:22:48;13] WITH RISING INCOMES, 
[000:22:50;11] INVESTMENTS, NOT IN MORE TAX 
[000:22:52;12] CUTS THAT WOULD ADD 5 TRILLION 
[000:22:54;12] DOLLARS TO THE DEBT. 
[000:22:56;18] DONALD TRUMP: BUT YOU HAVE NO 
[000:22:57;13] PLAN. 
[000:22:57;24] HILLARY CLINTON: OH, I DO. 
[000:22:58;16] DONALD TRUMP: SECRETARY, YOU 
[000:22:59;21] HAVE NO PLAN. 
[000:23:00;17] HILLARY CLINTON: I HAVE WRITTEN
[000:23:01;11] A BOOK ABOUT IT.
[000:23:01;29] IT'S CALLED "STRONGER 
[000:23:03;14] TOGETHER."
[000:23:04;14] YOU CAN PICK IT UP TOMORROW AT 
[000:23:05;18] A BOOK STORE OR AN AIRPORT NEAR
[000:23:07;19] YOU.
[000:23:07;29] BUT IT'S BECAUSE I SEE THIS.
[000:23:09;19] WE NEED TO HAVE STRONG GROWTH, 
[000:23:11;24] FAIR GROWTH, SUSTAINED GROWTH.
[000:23:12;25] WE ALSO HAVE TO LOOK AT HOW WE 
[000:23:15;21] HELP FAMILIES BALANCE THEIR 
[000:23:17;18] RESPONSIBILITIES AT HOME AND 
[000:23:19;21] THE RESPONSIBILITIES OF 
[000:23:21;21] BUSINESS.
[000:23:22;04] SO WE HAVE A VERY ROBUST SET OF
[000:23:23;21] PLANS, AND PEOPLE HAVE LOOKED 
[000:23:24;27] AT BOTH OF OUR PLANS, HAVE 
[000:23:27;19] CONCLUDED THAT MINE WOULD 
[000:23:28;24] CREATE 10 MILLION JOBS AND 
[000:23:30;20] YOURS WOULD LOSE US 3.5 MILLION
[000:23:34;05] JOBS AND EXPOSE US -- 
[000:23:40;22] DONALD TRUMP: YOU ARE GOING TO 
[000:23:42;02] APPROVE ONE OF THE BIGGEST TAX 
[000:23:42;26] CUTS IN HISTORY.
[000:23:43;12] YOU ARE GOING TO APPROVE ONE OF
[000:23:44;06] THE BIGGEST TAX INCREASES IN 
[000:23:44;29] HISTORY.
[000:23:45;11] YOU ARE GOING TO DRIVE BUSINESS
[000:23:46;05] OUT.
[000:23:46;15] YOUR REGULATIONS ARE A 
[000:23:47;07] DISASTER AND YOU'RE GOING TO 
[000:23:48;02] INCREASE REGULATIONS ALL OVER 
[000:23:49;26] THE PLACE.
[000:23:50;09] AND BY THE WAY, MY TAX CUT IS 
[000:23:52;24] THE BIGGEST SINCE RONALD 
[000:23:53;29] REAGAN.
[000:23:54;22] I'M VERY PROUD OF IT.
[000:23:55;26] IT WILL CREATE TREMENDOUS 
[000:23:56;28] NUMBERS OF NEW JOBS.
[000:23:57;29] BUT REGULATIONS, YOU ARE GOING 
[000:23:59;27] TO REGULATE THESE BUSINESSES 
[000:24:01;02] OUT OF EXISTENCE.
[000:24:01;29] WHEN I GO AROUND -- LESTER, I 
[000:24:03;28] TELL YOU THIS.  I'VE BEEN ALL 
[000:24:05;01] OVER.
[000:24:05;23] AND WHEN I GO AROUND, DESPITE 
[000:24:08;03] THE TAX CUT THE THINGS THAT 
[000:24:11;28] BUSINESS THAT PEOPLE LIKE THE 
[000:24:13;26] MOST IS THE FACT THAT I'M 
[000:24:14;27] CUTTING REGULATION.
[000:24:15;15] YOU HAVE REGULATIONS ON TOP OF 
[000:24:17;28] REGULATIONS, AND NEW COMPANIES 
[000:24:20;03] CANNOT FORM AND OLD COMPANIES 
[000:24:22;00] ARE GOING OUT OF BUSINESS, AND 
[000:24:23;04] YOU WANT TO INCREASE THE 
[000:24:24;28] REGULATIONS AND MAKE THEM EVEN 
[000:24:26;01] WORSE.
[000:24:26;12] I'M GOING TO CUT REGULATIONS.
[000:24:28;04] I'M GOING TO CUT TAXES, 
[000:24:31;01] BIG-LEAGUE, AND YOU ARE GOING 
[000:24:32;06] TO RAISE TAXES BIG-LEAGUE, END 
[000:24:34;10] OF STORY. 
[000:24:35;06] LESTER HOLT:  LET ME GET YOU TO
[000:24:36;03] PAUSE RIGHT THERE BECAUSE WE'RE
[000:24:36;27] GOING TO MOVE INTO THE NEXT 
[000:24:39;02] SEGMENT. 
[000:24:39;15] HILLARY CLINTON: THAT CAN'T 
[000:24:40;08] BE -- I KIND OF ASSUMED THAT 
[000:24:43;06] THERE WOULD BE A LOT OF THESE 
[000:24:44;03] CHARGES AND CLAIMS, AND SO -- 
[000:24:48;09] DONALD TRUMP: FACTS.
[000:24:49;09] >> WE HAVE TAKEN THE HOME PAGE 
[000:24:51;10] OF MY WEB SITE 
[000:24:53;06] HILLARYCLINTON.COM AND TURNED 
[000:24:54;13] IT INTO A FACT CHECKER.
[000:24:56;14] SO IF YOU WANT TO SEE IN REAL 
[000:24:57;12] TIME WHAT THE FACTS ARE, PLEASE
[000:24:59;08] GO AND TAKE A LOOK. 
[000:25:00;11] DONALD TRUMP: AND TAKE A LOOK 
[000:25:01;18] AT MINE ALSO. 
[000:25:03;14] HILLARY CLINTON: IT WILL NOT 
[000:25:04;15] ADD A PENNY TO THE DEBT AND 
[000:25:06;14] YOUR PLANS WOULD ADD $5 
[000:25:09;13] TRILLION TO THE DEBT.
[000:25:10;15] WHAT I HAVE PROPOSED WOULD CUT 
[000:25:12;14] REGULATIONS AND STREAMLINED 
[000:25:13;18] THEM FOR SMALL BUSINESSES.
[000:25:15;13] WHAT I HAVE PROPOSED WOULD BE 
[000:25:17;15] PAID FOR BY RAISING TAXES ON 
[000:25:20;16] THE WEALTHY BECAUSE THEY HAVE 
[000:25:22;18] MADE ALL THE GAINS IN THE 
[000:25:25;19] ECONOMY AND I THINK IT'S TIME 
[000:25:27;17] THAT THE WEALTHY INCORPORATIONS
[000:25:28;17] PAID THEIR FAIR SHARE TO 
[000:25:30;18] SUPPORT THIS. 
[000:25:31;03] LESTER HOLT:  YOU JUST OPENED 
[000:25:31;28] THE NEXT SEGMENT. 
[000:25:32;25] DONALD TRUMP: COULD I JUST 
[000:25:34;18] FINISH? 
[000:25:35;00] IF YOU GO TO OUR WEB SITE.
[000:25:36;27] TAKE A LOOK AT OUR WEB SITE.
[000:25:38;18] SHE'S GOING TO RAISE TAXES 1.3 
[000:25:40;18] TRILLION DOLLARS.
[000:25:41;19] AND LOOK AT HER WEB SITE.
[000:25:42;22] YOU KNOW WHAT, IT'S NO 
[000:25:43;25] DIFFERENT THAN THIS.
[000:25:45;22] SHE'S TELLING US HOW TO FIGHT 
[000:25:48;26] ISIS.
[000:25:49;19] GO TO HER WEB SITE.
[000:25:50;25] SHE'S TELLING US HOW TO FIGHT 
[000:25:53;22] ISIS.
[000:25:54;03] I DON'T THINK GENERAL DOUGLAS 
[000:25:55;23] MACARTHUR WOULD LIKE THAT TOO 
[000:25:56;29] MUCH. 
[000:25:57;10] HILLARY CLINTON: AT LEAST I 
[000:25:58;03] HAVE A PLAN TO FIGHT ISIS. 
[000:25:59;05] DONALD TRUMP: NO, NO.
[000:26:00;00] YOU'RE TELLING THE ECONOMY 
[000:26:02;00] EVERYTHING YOU'RE WANTING TO 
[000:26:02;27] DO. 
[000:26:03;07] HILLARY CLINTON: NO WE'RE NOT. 
[000:26:04;01] DONALD TRUMP: YOU'RE TELLING 
[000:26:04;28] THE ECONOMY EVERYTHING YOU WANT
[000:26:05;26] TO DO.   NO WONDER YOU'VE BEEN 
[000:26:07;28] FIGHTING ISIS YOUR ENTIRE ADULT
[000:26:09;28] LIFE.
[000:26:10;09] HILLARY CLINTON: THAT'S A -- GO
[000:26:13;02] TO THE FACT CHECKERS.
[000:26:14;05] GO TO WORK. 
[000:26:15;04] LESTER HOLT:  WE ARE UNPACKING 
[000:26:16;11] A LOT HERE AND WE'RE STILL ON 
[000:26:18;04] THE ISSUE OF ACHIEVING 
[000:26:19;02] PROSPERITY AND I WANT TO TALK 
[000:26:20;07] ABOUT TAXES, THE FUNDAMENTAL 
[000:26:21;16] DIFFERENCE BETWEEN THE TWO OF 
[000:26:23;03] YOU CONCERNS THE WEALTHY.
[000:26:24;03] SECRETARY CLINTON, YOU'RE 
[000:26:24;24] CALLING FOR A TAX INCREASE ON 
[000:26:26;15] THE WEALTHIEST AMERICANS.
[000:26:27;14] I'D LIKE YOU TO FURTHER DEFEND 
[000:26:29;08] THAT AND MR. TRUMP, YOU'RE 
[000:26:30;10] CALLING FOR TAX CUTS FOR THE 
[000:26:32;03] WEALTHY.
[000:26:32;15] I'D LIKE YOU TO DEFEND THAT IN 
[000:26:34;06] THIS NEXT TWO MINUTE ANSWER 
[000:26:35;12] GOES TO YOU, MR. TRUMP. 
[000:26:37;11] DONALD TRUMP: WELL, I'M REALLY 
[000:26:39;08] CALLING FOR MAJOR JOBS BECAUSE 
[000:26:40;14] THE WEALTHY ARE GOING TO CREATE
[000:26:42;12] TREMENDOUS JOBS.
[000:26:42;28] THEY'RE GOING TO EXPAND THEIR 
[000:26:43;22] COMPANYS AND DO A TREMENDOUS 
[000:26:44;19] JOB.
[000:26:45;10] I'M GETTING RID OF THE CARRIED 
[000:26:47;11] INTEREST PROVISION AND IF YOU 
[000:26:48;14] REALLY LOOK, IT'S REALLY NOT A 
[000:26:50;13] GREAT THING FOR THE WEALTHY.
[000:26:52;17] IT'S A GREAT THING FOR MIDDLE 
[000:26:53;21] CLASS AND IT'S A GREAT THING 
[000:26:55;16] FOR COMPANIES TO EXPAND AND 
[000:26:56;19] WHEN THESE COMPANIES ARE GOING 
[000:26:57;24] TO PUT BILLIONS AND BILLIONS OF
[000:26:59;15] DOLLARS INTO COMPANIES AND WHEN
[000:27:01;17] THEY'RE GOING TO BRING 2.5 
[000:27:02;20] TRILLION DOLLARS BACK FROM 
[000:27:04;18] OVERSEAS THEY CAN'T BRING THE 
[000:27:06;22] MONEY BACK BECAUSE POLITICIANS 
[000:27:08;20] LIKE SECRETARY CLINTON WON'T 
[000:27:09;20] ALLOW THEM TO BRING THE MONEY 
[000:27:10;24] BACK BECAUSE THE TAXES ARE SO 
[000:27:14;22] OWNEROUS AND THE BUREAUCRAT RED
[000:27:16;24] TAPE IS SO BAD, SO WHAT THEY'RE
[000:27:18;00] DOING IS LEAVING OUR COMPANY, 
[000:27:19;02] AND THEY'RE BELIEVE IT OR NOT 
[000:27:20;03] LEAVING BECAUSE TAXES ARE TOO 
[000:27:21;27] HIGH AND BECAUSE SOME OF THEM 
[000:27:23;01] HAVE LOTS OF MONEY OUTSIDE OF 
[000:27:24;27] OUR COUNTRY AND INSTEAD OF 
[000:27:25;28] BRINGING IT BACK AND PUTTING 
[000:27:27;04] THE MONEY TO WORK BECAUSE THEY 
[000:27:28;27] CAN'T WORK OUT A DEAL IT -- AND
[000:27:30;01] EVERYBODY AGREES IT SHOULD BE 
[000:27:33;29] BROUGHT BACK, INSTEAD OF THAT, 
[000:27:36;01] THEY'RE LEAVING OUR COUNTRY TO 
[000:27:36;25] GET THEIR MONEY BECAUSE THEY 
[000:27:38;01] CAN'T BRING THEIR MONEY BACK 
[000:27:39;04] INTO OUR COUNTRY BECAUSE OF 
[000:27:41;04] BUREAUCRAT RED TAPE BECAUSE 
[000:27:42;02] THEY CAN'T GET TOGETHER.
[000:27:43;00] BECAUSE WE HAVE A PRESIDENT 
[000:27:44;02] THAT CAN'T SIT THEM AROUND A 
[000:27:46;04] TABLE AND GET THEM TO APPROVE 
[000:27:47;07] SOMETHING AND HERE'S THE THING
[000:27:50;01] REPUBLICANS AND DEMOCRATS AGREE
[000:27:52;01] THAT THIS SHOULD BE DONE.
[000:27:54;01] 2.5 TRILLION.
[000:27:54;29] I HAPPEN TO THINK IT'S DOUBLE 
[000:27:57;02] THAT. IT'S PROBABLY $5 TRILLION
[000:27:59;05] THAT WE CAN'T BRING INTO OUR 
[000:28:01;02] COUNTRY, LESTER AND WITH A 
[000:28:02;05] LITTLE LEADERSHIP, YOU'D GET IT
[000:28:03;06] IN HERE VERY QUICKLY AND IT 
[000:28:05;07] COULD BE PUT TO USE ON THE 
[000:28:06;16] INNER CITIES AND LOTS OF OTHER 
[000:28:08;07] THINGS AND IT WOULD BE 
[000:28:09;12] BEAUTIFUL, BUT WE HAVE NO 
[000:28:12;04] LEADERSHIP.
[000:28:12;18] AND HONESTLY, THAT STARTS WITH 
[000:28:14;08] SECRETARY CLINTON. 
[000:28:14;26] LESTER HOLT:  YOU HAVE TWO 
[000:28:15;18] MINUTES ON THE SAME QUESTION TO
[000:28:17;04] DEFEND TAX INCREASES ON THE 
[000:28:19;07] WEALTHIEST AMERICANS, SECRETARY
[000:28:20;06] CLINTON. 
[000:28:20;19] HILLARY CLINTON: I HAVE A 
[000:28:21;10] FEELING BY THE END OF THIS 
[000:28:22;07] EVENING I'M GOING TO BE BLAMED 
[000:28:23;15] FOR EVERYTHING THAT'S EVER 
[000:28:25;06] HAPPENED. 
[000:28:25;19] DONALD TRUMP: WHY NOT? 
[000:28:26;12] [LAUGHTER] 
[000:28:26;26] HILLARY CLINTON: YEAH, WHY NOT?
[000:28:28;11] YOU KNOW, JUST JOIN THE DEBATE 
[000:28:31;15] BY SAYING MORE CRAZY THINGS.
[000:28:36;09] DONALD TRUMP: THERE'S NOTHING 
[000:28:37;13] CRAZY ABOUT NOT LETTING OUR 
[000:28:39;11] COMPANIES BRING THEIR MONEY 
[000:28:40;14] BACK INTO THIS COUNTRY. 
[000:28:42;16] LESTER HOLT:  THIS IS SECRETARY
[000:28:43;12] CLINTON'S TWO MINUTES, PLEASE. 
[000:28:44;17] HILLARY CLINTON: LET'S START 
[000:28:45;14] THE CLOCK AGAIN, LESTER.
[000:28:47;17] WE'VE LOOKED AT YOUR TAX 
[000:28:49;16] PROPOSALS.
[000:28:50;13] I DON'T SEE CHANGES IN THE 
[000:28:51;23] CORPORATE TAX RATES OR THE 
[000:28:54;16] KINDS OF PROPOSALS YOU'RE 
[000:28:55;22] REFERRING TO THAT WOULD CAUSE A
[000:28:58;15] REPATRIATION BRINGING BACK OF 
[000:29:00;17] MONEY THAT'S STRANDED OVERSEAS.
[000:29:03;21] I HAPPEN TO SUPPORT THAT.
[000:29:04;25] I HAPPEN TO SUPPORT THAT IN A 
[000:29:06;20] WAY THAT WILL ACTUALLY WORK TO 
[000:29:08;21] OUR BENEFIT.
[000:29:09;20] BUT WHEN I LOOK AT WHAT YOU 
[000:29:10;23] HAVE PROPOSED, YOU HAVE WHAT IS
[000:29:14;18] CALLED NOW THE TRUMP LOOPHOLE 
[000:29:16;21] BECAUSE IT WOULD SO ADVANTAGE 
[000:29:17;25] YOU AND THE BUSINESS YOU DO.
[000:29:20;20] YOU'VE PROPOSED AN APPROACH -- 
[000:29:22;26] DONALD TRUMP: WHO GIVE GAVE IT 
[000:29:26;22] THAT. 
[000:29:27;03] HILLARY CLINTON: -- YOU'VE 
[000:29:30;20] PRESENTED A $4 BILLION TAX 
[000:29:31;22] BENEFIT FOR YOUR FAMILY.
[000:29:32;26] DONALD TRUMP: HOW MUCH FOR MY 
